Date,H
0.000000000000,209.130192473891
0.000277777778,209.116949673918
0.000555555556,209.103706873945
0.000833333333,209.090464073972
0.001111111111,209.077221273999
0.001388888889,209.063978474025
0.001666666667,209.050735674052
0.001944444444,209.037492874079
0.002222222222,209.024250074106
0.002500000000,209.011007274133
0.002777777778,208.997764474160
0.003055555556,208.984521674187
0.003333333333,208.971278874214
0.003611111111,208.958036074241
0.003888888889,208.944793274268
0.004166666667,208.931550474294
0.004444444444,208.918307674321
0.004722222222,208.905064874348
0.005000000000,208.891822074375
0.005277777778,208.878579274402
0.005555555556,208.865336474429
0.005833333333,208.852093674456
0.006111111111,208.838850874483
0.006388888889,208.825608074510
0.006666666667,208.812365274537
0.006944444444,208.799122474563
0.007222222222,208.785879674590
0.007500000000,208.772636874617
0.007777777778,208.759394074644
0.008055555556,208.746151274671
0.008333333333,208.732908474698
0.008611111111,208.719665674725
0.008888888889,208.706422874752
0.009166666667,208.693180074779
0.009444444444,208.679937274806
0.009722222222,208.666694474832
0.010000000000,208.653451674859
0.010277777778,208.640208874886
0.010555555556,208.626966074913
0.010833333333,208.613723274940
0.011111111111,208.600480474967
0.011388888889,208.587237674994
0.011666666667,208.573994875021
0.011944444444,208.560752075048
0.012222222222,208.547509275075
0.012500000000,208.534266475101
0.012777777778,208.521023675128
0.013055555556,208.507780875155
0.013333333333,208.494538075182
0.013611111111,208.481295275209
0.013888888889,208.468052475236
0.014166666667,208.454809675263
0.014444444444,208.441566875290
0.014722222222,208.428324075317
0.015000000000,208.415081275344
0.015277777778,208.401838475371
0.015555555556,208.388595675397
0.015833333333,208.375352875424
0.016111111111,208.362110075451
0.016388888889,208.348867275478
0.016666666667,208.335624475505
0.016944444444,208.322381675532
0.017222222222,208.309138875559
0.017500000000,208.295896075586
0.017777777778,208.282653275613
0.018055555556,208.269410475640
0.018333333333,208.256167675666
0.018611111111,208.242924875693
0.018888888889,208.229682075720
0.019166666667,208.216439275747
0.019444444444,208.203196475774
0.019722222222,208.189953675801
0.020000000000,208.176710875828
0.020277777778,208.163468075855
0.020555555556,208.150225275882
0.020833333333,208.136982475909
0.021111111111,208.123739675935
0.021388888889,208.110496875962
0.021666666667,208.097254075989
0.021944444444,208.084011276016
0.022222222222,208.070768476043
0.022500000000,208.057525676070
0.022777777778,208.044282876097
0.023055555556,208.031040076124
0.023333333333,208.017797276151
0.023611111111,208.004554476178
0.023888888889,207.991311676204
0.024166666667,207.978068876231
0.024444444444,207.964826076258
0.024722222222,207.951583276285
0.025000000000,207.938340476312
0.025277777778,207.925097676339
0.025555555556,207.911854876366
0.025833333333,207.898612076393
0.026111111111,207.885369276420
0.026388888889,207.872126476447
0.026666666667,207.858883676473
0.026944444444,207.845640876500
0.027222222222,207.832398076527
0.027500000000,207.819155276554
0.027777777778,207.805912476581
0.028055555556,207.792669676608
0.028333333333,207.779426876635
0.028611111111,207.766184076662
0.028888888889,207.752941276689
0.029166666667,207.739698476716
0.029444444444,207.726455676742
0.029722222222,207.713212876769
0.030000000000,207.699970076796
0.030277777778,207.686727276823
0.030555555556,207.673484476850
0.030833333333,207.660241676877
0.031111111111,207.646998876904
0.031388888889,207.633756076931
0.031666666667,207.620513276958
0.031944444444,207.607270476985
0.032222222222,207.594027677011
0.032500000000,207.580784877038
0.032777777778,207.567542077065
0.033055555556,207.554299277092
0.033333333333,207.541056477119
0.033611111111,207.527813677146
0.033888888889,207.514570877173
0.034166666667,207.501328077200
0.034444444444,207.488085277227
0.034722222222,207.474842477254
0.035000000000,207.461599677280
0.035277777778,207.448356877307
0.035555555556,207.435114077334
0.035833333333,207.421871277361
0.036111111111,207.408628477388
0.036388888889,207.395385677415
0.036666666667,207.382142877442
